subject,file_name,id,kappa_12,kappa_13,kappa_23,kappa_mean
it,GLM-4_it,1,0.6057142857142856,0.8670520231213873,0.7341040462427746,0.735623451692816
it,GLM-4_it,2,0.4755700325732898,0.775244299674267,0.684931506849315,0.6452486130322906
it,GLM-4_it,3,0.5988372093023255,0.8622754491017964,0.7261904761904762,0.729101044864866
it,GLM-4_it,4,0.4457831325301205,0.5121212121212121,0.9292307692307692,0.6290450379607005
it,GLM-4_it,5,0.5264705882352941,0.7278106508875739,0.7909090909090909,0.681730110010653
it,GLM-4_it,6,0.480225988700565,0.6101694915254238,0.735632183908046,0.6086758880446782
it,GLM-4_it,7,0.319526627218935,0.6577380952380952,0.6360759493670887,0.537780223941373
it,GLM-4_it,8,0.39650145772594747,0.6536144578313253,0.7228915662650602,0.5910024939407776
it,GLM-4_it,9,0.658753709198813,0.658753709198813,0.8647058823529412,0.7274044335835225
it,GLM-4_it,10,0.33653846153846156,0.775974025974026,0.40645161290322585,0.5063213668052378
it,GLM-4_it,11,0.6769662921348314,0.8056338028169014,0.8614457831325302,0.7813486260280876
it,GLM-4_it,12,0.603448275862069,0.6723646723646723,0.7915407854984895,0.6891179112417435
it,GLM-4_it,13,0.649390243902439,0.8658892128279884,0.7982456140350878,0.771175023588505
it,GLM-4_it,14,0.5515320334261838,0.8654970760233918,0.676056338028169,0.6976951491592481
it,GLM-4_it,15,0.5527777777777778,0.6101694915254238,0.6695402298850575,0.6108291663960863
it,GLM-4_it,16,0.7133956386292835,0.6597633136094674,0.7909090909090909,0.7213560143826139
it,GLM-4_it,17,0.6656976744186046,0.6769662921348315,0.8700564971751412,0.7375734879095258
it,GLM-4_it,18,0.7940298507462686,1.0,0.7940298507462686,0.8626865671641791
it,GLM-4_it,19,0.8614457831325302,0.8022922636103151,0.8022922636103151,0.8220101034510535
it,GLM-4_it,20,0.7958579881656804,0.8643067846607669,0.7970588235294118,0.8190745321186196
