subject,file_name,id,kappa_12,kappa_13,kappa_23,kappa_mean
it,LessonPlan-Agent_it,1,0.3195266272189349,0.7731755424063116,0.4999999999999999,0.5309007232084154
it,LessonPlan-Agent_it,2,0.9184397163120568,0.9184397163120568,0.8296296296296296,0.8888363540845811
it,LessonPlan-Agent_it,3,1.0,0.7088607594936709,0.7088607594936709,0.8059071729957806
it,LessonPlan-Agent_it,4,0.814516129032258,0.814516129032258,0.814516129032258,0.814516129032258
it,LessonPlan-Agent_it,5,0.902542372881356,0.902542372881356,0.814516129032258,0.8732002915983234
it,LessonPlan-Agent_it,6,0.8050847457627119,0.8982300884955752,0.8982300884955752,0.8671816409179541
it,LessonPlan-Agent_it,7,0.8808290155440415,1.0,0.8808290155440415,0.9205526770293609
it,LessonPlan-Agent_it,8,0.9068825910931174,1.0,0.9068825910931174,0.9379217273954117
it,LessonPlan-Agent_it,9,0.8982300884955752,1.0,0.8982300884955752,0.9321533923303834
it,LessonPlan-Agent_it,10,0.902542372881356,1.0,0.902542372881356,0.9350282485875706
it,LessonPlan-Agent_it,11,0.787037037037037,0.8982300884955752,0.8861386138613861,0.8571352464646661
it,LessonPlan-Agent_it,12,0.8130081300813008,0.8130081300813008,1.0,0.8753387533875339
it,LessonPlan-Agent_it,13,0.8888888888888888,0.7909090909090909,0.8888888888888888,0.8562289562289562
it,LessonPlan-Agent_it,14,0.8380281690140845,0.8380281690140845,1.0,0.892018779342723
it,LessonPlan-Agent_it,15,0.867816091954023,0.867816091954023,1.0,0.9118773946360154
it,LessonPlan-Agent_it,16,0.9115384615384615,0.8296296296296296,0.9115384615384615,0.8842355175688509
it,LessonPlan-Agent_it,17,1.0,1.0,1.0,1.0
it,LessonPlan-Agent_it,18,0.867816091954023,0.867816091954023,1.0,0.9118773946360154
it,LessonPlan-Agent_it,19,0.6745283018867925,0.6745283018867925,1.0,0.7830188679245284
it,LessonPlan-Agent_it,20,0.6515151515151515,1.0,0.6515151515151515,0.7676767676767676
